,,,,,,,Detailed Daily MTM - Extract,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade date,19 Jul 17,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement,24 Jul 17,,,,,,,,,,,,,,,,,,,,,,,,,
Bond Code,ISIN Code,Maturity ,Coupon,Companion Bond,BP Spread,MTM,All in price,Clean Price,Accrued Interest,Year High Yield,Year Low Yield,Return (YTD),Duration,Modified Duration,Delta,Rand per Basis Point,Convexity,Yield Volatility,Yield / Price Indicator,Last Trade Date,Last MTM Change Date,Index Ratio,Base CPI,Reference CPI,MTM Process Methodology,MTM Change
IBL59,ZAG000112558,17-Feb-19,9.21,R204,117,8.575,104.89576,100.9342,3.96156,9.135,8.44,-0.06,1.4388801,1.379724372,-1.44727245,144.72724522,2.6882473,,Rate,14-Feb-14,17-Jul-17,,,,Illiquid Methodology,
IBL60,ZAG000112566,17-Feb-24,10.255,R2023,170,9.735,106.91353,102.50248,4.41105,10.345,9.525,-0.06,4.7535232,4.532885012,-4.84626756,484.62675650,27.5120938,,Rate,05-Jul-17,17-Jul-17,,,,Illiquid Methodology,
IBL61,ZAG000114315,31-Mar-19,8.442,JIBAR,120,,100.408401,99.85331057,0.555090411,100,100,0,,0,,,,,Price,26-Jun-17,23-Apr-17,,,,Price Traded Methodology,
IBL63,ZAG000118282,29-Jul-17,8.392,JIBAR,67.5,,99.8556415,100.016584,-0.160942466,100,100,0,,0,,,,,Price,15-Jun-17,10-May-17,,,,Price Traded Methodology,
IBL64,ZAG000118290,29-Jul-19,8.542,JIBAR,145,,99.38780666,99.55162583,-0.163819178,100,100,0,,0,,,,,Price,12-May-17,14-Dec-16,,,,Price Traded Methodology,
IBL65,ZAG000118308,29-Jul-21,8.692,JIBAR,135,,99.84303132,100.0097272,-0.16669589,100,100,0,,0,,,,,Price,08-Dec-16,17-Jul-17,,,,Price Traded Methodology,
IBL66,ZAG000124413,12-Mar-18,8.667,JIBAR,120,,101.1017154,100.1044168,0.99729863,100,100,0,,0,,,,,Price,13-Jun-17,13-Mar-17,,,,Price Traded Methodology,
IBL67,ZAG000124454,31-Jan-22,2.75,R212,130,3.900,139.15936,139.23643,-0.07707,3.91,3.3,0.14,4.2756356,4.19385543,-5.83614222,583.61422189,20.2611359,,Rate,02-Mar-17,12-Jul-17,1.461384213,70.05289411,102.3741935,Inflation Linked Methodology,
IBL68,ZAG000127432,29-Jun-18,8.683,JIBAR,125,,100.6930177,100.0982917,0.594726027,100,100,0,,0,,,,,Price,01-Jun-17,11-Dec-16,,,,Price Traded Methodology,
IBL73,ZAG000128935,19-Aug-18,8.742,JIBAR,130,,101.6968151,100.1160699,1.580745205,100,100,0,,0,,,,,Price,30-Jun-17,31-Aug-16,,,,Price Traded Methodology,
IBL75,ZAG000128927,19-Aug-20,8.992,JIBAR,165,,101.6400408,100.0140901,1.625950685,100,100,0,,0,,,,,Price,26-Jun-17,17-Jul-17,,,,Price Traded Methodology,
IBL76,ZAG000131707,25-Nov-18,8.733,JIBAR,108,,101.8531807,100.4176191,1.435561644,100,100,0,,0,,,,,Price,25-May-17,14-Dec-16,,,,Price Traded Methodology,
IBL77,ZAG000131715,25-Nov-20,8.983,JIBAR,165,,101.4909264,100.0142689,1.476657534,100,100,0,,0,,,,,Price,18-May-17,17-Jul-17,,,,Price Traded Methodology,
IBL78,ZAG000131723,25-Nov-22,10.035,R2023,175,9.785,102.63036,100.98077,1.64959,10.395,9.575,-0.06,4.2013303,4.005367709,-4.11072310,411.07231039,20.5354238,,Rate,05-Jul-17,17-Jul-17,,,,Illiquid Methodology,
IBL79,ZAG000132895,27-Jan-19,10,R204,100,8.405,102.13495,102.21714,-0.08219,8.965,8.27,-0.06,1.4388113,1.380783905,-1.41026289,141.02628863,2.6182786,,Rate,26-Apr-17,17-Jul-17,,,,Illiquid Methodology,
IBL82,ZAG000132911,29-Jan-19,8.842,JIBAR,148,,99.86836398,100.0379366,-0.169572603,100,100,0,,0,,,,,Price,22-Jun-17,24-Aug-16,,,,Price Traded Methodology,
IBL83,ZAG000134628,22-Mar-19,8.875,JIBAR,155,,100.7889715,100.0108893,0.778082192,100,100,0,,0,,,,,Price,22-Mar-16,17-Jul-17,,,,Price Traded Methodology,
IBL85,ZAG000136417,20-May-19,8.892,JIBAR,135,,101.8841123,100.3493288,1.534783562,100,100,0,,0,,,,,Price,29-Jun-17,17-Jan-17,,,,Price Traded Methodology,
IBL86,ZAG000136508,20-May-21,9.192,JIBAR,140,,103.0587154,101.472151,1.586564384,100,100,0,,0,,,,,Price,22-Jun-17,07-May-17,,,,Price Traded Methodology,
IBL87,ZAG000136516,20-May-19,9.75,R204,130,8.705,103.42592,101.68962,1.7363,9.265,8.57,-0.06,1.6895923,1.619120127,-1.67458993,167.45899301,3.5256737,,Rate,14-Jul-17,17-Jul-17,,,,Illiquid Methodology,
IBL88,ZAG000136524,20-May-21,10.32,R208,144,9.080,105.72815,103.89034,1.83781,9.745,8.88,-0.07,3.2140906,3.074507934,-3.25062020,325.06202039,12.0134678,,Rate,26-Jun-17,17-Jul-17,,,,Illiquid Methodology,
IBL89,ZAG000136946,26-May-21,9.733,JIBAR,240,,101.55798,99.98465,1.57333,0,0,0,,0,,,,,Price,23-Jun-17,17-Jul-17,,,,Price Traded Methodology,
IBL91,ZAG000137100,02-Jun-18,8.843,JIBAR,151,,101.274763,100.0149384,1.259824658,100,100,0,,0,,,,,Price,29-Jun-17,17-Jul-17,,,,Price Traded Methodology,
IBL92,ZAG000137977,12-Jan-20,8.992,JIBAR,165,,100.2991529,100.0035255,0.295627397,100,100,0,,0,,,,,Price,12-Jul-16,17-Jul-17,,,,Price Traded Methodology,
IBL93,ZAG000139197,31-Aug-18,8.733,JIBAR,125,,101.4641036,100.1720981,1.292005479,100,100,0,,0,,,,,Price,09-Jun-17,13-Feb-17,,,,Price Traded Methodology,
IBL94,ZAG000139239,06-Sep-19,9.125,JIBAR,170,,101.4056367,100.2056367,1.2,100,100,0,,0,,,,,Price,07-Jul-17,13-Nov-16,,,,Price Traded Methodology,
IBL95,ZAG000139379,12-Sep-21,9.067,JIBAR,151,,101.8848319,100.8415059,1.043326027,100,100,0,,0,,,,,Price,13-Jul-17,14-Jun-17,,,,Price Traded Methodology,
IBL96,ZAG000139585,21-Sep-19,8.815,JIBAR,149,,100.8080823,100.0111097,0.796972603,100,100,0,,0,,,,,Price,22-Sep-16,17-Jul-17,,,,Price Traded Methodology,
IBL97,ZAG000139809,03-Oct-19,8.84,JIBAR,149,,100.5192021,100.0105994,0.50860274,100,100,0,,0,,,,,Price,07-Apr-17,17-Jul-17,,,,Price Traded Methodology,
IBL98,ZAG000139817,03-Oct-23,9.25,JIBAR,190,,100.5422618,100.01007,0.532191781,100,100,0,,0,,,,,Price,23-May-17,17-Jul-17,,,,Price Traded Methodology,
IBL99,ZAG000140096,21-Oct-19,9,R204,117,8.575,103.13871,100.8209,2.31781,9.135,8.44,-0.06,2.0380338,1.95424556,-2.01558371,201.55837089,5.0041661,,Rate,18-Apr-17,17-Jul-17,,,,Illiquid Methodology,
IDCG02,ZAG000110164,22-Oct-18,8.542,JIBAR,120,,100.0000735,100.0000735,0,100,100,0,,0,,,,,Price,10-Jul-17,10-May-17,,,,Price Traded Methodology,
IDCG03,ZAG000110149,22-Oct-20,8.34,R208,176,9.400,99.18793,97.06294,2.12499,10.065,9.2,-0.06,2.8452044,2.717482688,-2.69541478,269.54147784,9.3462473,,Rate,27-Jun-17,28-Jul-16,,,,Illiquid Methodology,
IDCG04,ZAG000121682,24-Nov-17,8.592,JIBAR,130,,101.4349374,99.99901411,1.435923288,100,100,0,,0,,,,,Price,28-Apr-17,18-Apr-16,,,,Price Traded Methodology,
IDCG05,ZAG000121716,24-Nov-19,8.842,JIBAR,155,,101.3877541,99.91004996,1.47770411,100,100,0,,0,,,,,Price,26-Jun-17,10-May-17,,,,Price Traded Methodology,
IDCG06,ZAG000121732,24-Nov-24,9.55,R186,185,10.495,96.80417,95.20814,1.59603,10.875,10.155,-0.02,5.2996443,5.035411121,-4.87448781,487.44878128,33.4027115,,Rate,01-Mar-17,27-May-15,,,,Illiquid Methodology,
IDCG07,ZAG000131350,13-Nov-20,8.892,JIBAR,155,,101.7187454,100.0134303,1.705315068,100,100,0,,0,,,,,Price,26-Jun-17,17-Jul-17,,,,Price Traded Methodology,
IDCG08,ZAG000131368,13-Nov-30,11.275,R213,225,11.515,100.55419,98.33008,2.22411,11.795,10.985,-0.01,6.9922835,6.6116195,-6.64826065,664.82606496,66.5534696,,Rate,03-May-17,17-Jul-17,,,,Illiquid Methodology,
IDCG09,ZAG000141011,05-Dec-19,8.945,JIBAR,162,,101.2151178,100.0142822,1.200835616,100,100,0,,0,,,,,Price,22-Jun-17,17-Jul-17,,,,Price Traded Methodology,
IDCG10,ZAG000141029,05-Dec-21,9.075,JIBAR,175,,101.2322139,100.0139262,1.218287671,100,100,0,,0,,,,,Price,01-Dec-16,17-Jul-17,,,,Price Traded Methodology,
IDCG11,ZAG000141037,05-Dec-26,10.8,R186,195,10.595,102.61784,101.16798,1.44986,10.975,10.255,-0.02,6.0538311,5.749263886,-5.89977049,589.97704854,45.6690626,,Rate,13-Jan-17,11-Dec-16,,,,Illiquid Methodology,
IDCP04,ZAG000100629,19-Oct-17,5,,,5.000,101.29281,99.97774,1.31507,5,5,0,0.2414377,0.235548937,-0.23859414,23.85941415,0.1109666,,Rate,19-Oct-12,17-Jul-17,,,,Illiquid Methodology,
IDCP05,ZAG000103896,14-Mar-18,4,,,4.000,101.43077,99.98419,1.44658,4,4,0,0.6315004,0.619118065,-0.62797617,62.79761714,0.6914157,,Rate,14-Mar-13,17-Jul-17,,,,Illiquid Methodology,
IDCP06,ZAG000120395,17-Oct-19,4,,,4.000,101.06611,99.99214,1.07397,4,4,0,2.1361048,2.094220379,-2.11654710,211.65471024,5.5429677,,Price,17-Oct-14,17-Jul-17,,,,Illiquid Methodology,
IFC01,ZAG000131962,10-Dec-24,8.72,R186,25,8.895,100.09871,99.04753,1.05118,9.275,8.555,-0.03,5.5280208,5.292631078,-5.29785539,529.78553898,36.0145381,,Rate,10-Dec-15,17-Jul-17,,,,Illiquid Methodology,
IFC02,ZAG000135716,14-Apr-21,8.765,R208,15,7.790,105.49803,103.07265,2.42538,8.455,7.59,-0.08,3.1932580,3.07354345,-3.24252788,324.25278839,11.9217897,,Rate,26-Apr-16,02-May-16,,,,Illiquid Methodology,
ING132,ZAG000091562,22-Dec-18,9.925,JIBAR,260,,100.8792504,100.0091134,0.870136986,100,100,0,,0,,,,,Price,25-Oct-16,17-Jul-17,,,,Price Traded Methodology,
ING196,ZAG000103532,30-Jun-27,10.288,JIBAR,,,78.65983,78.01402,0.64581,0,0,0,,0,,,,,Price,28-Feb-13,29-Jun-17,,,,Price Traded Methodology,
ING228,ZAG000109497,22-Sep-18,9.725,JIBAR,240,,100.8618853,100.0092825,0.85260274,100,100,0,,0,,,,,Price,26-Nov-15,20-Apr-16,,,,Price Traded Methodology,
ING232,ZAG000110842,04-Oct-18,8.925,JIBAR,160,,107.11987,99.92866,7.19121,0,0,0,,0,,,,,Price,04-Dec-13,18-Jun-14,,,,Price Traded Methodology,
ING335,ZAG000139965,15-Aug-19,9.363,JIBAR,228,,97.83366,100.0518,-2.21814,0,0,0,,0,,,,,Price,10-Apr-17,17-Jul-17,,,,Price Traded Methodology,
INLV01,ZAG000118647,12-Aug-24,11.592,JIBAR,424,,102.376097,100.057697,2.3184,100,100,0,,0,,,,,Price,11-Jul-17,05-Jun-17,,,,Price Traded Methodology,
INLV02,ZAG000130634,20-Oct-20,11.042,JIBAR,325,,101.3418361,101.2210636,0.120772436,100,100,0,,0,,,,,Price,03-Apr-17,12-Apr-17,,,,Price Traded Methodology,
INLV03,ZAG000133448,11-Feb-21,11.692,JIBAR,435,,102.3792489,100.008816,2.370432877,100,100,0,,0,,,,,Price,05-Jul-17,09-May-17,,,,Price Traded Methodology,
INLV04,ZAG000133455,11-Feb-21,12.77,R208,380,11.440,109.52697,103.8242,5.70277,12.305,11.24,-0.07,2.8202185,2.667630059,-2.92177437,292.17743709,9.5863953,,Rate,13-Jun-17,16-Feb-17,,,,Illiquid Methodology,
IPF08,ZAG000117078,01-Jul-18,8.93,JIBAR,158,,100.5252239,100.0114431,0.513780822,100,100,0,,0,,,,,Price,06-Feb-17,17-Jul-17,,,,Price Traded Methodology,
IPF09,ZAG000117086,01-Jul-19,9.05,JIBAR,145,,100.9742439,100.453559,0.520684932,100,100,0,,0,,,,,Price,22-Jun-17,04-Jun-17,,,,Price Traded Methodology,
IPF11,ZAG000120460,15-Oct-18,9.072,JIBAR,140,,100.556069,100.3820855,0.173983562,100,100,0,,0,,,,,Price,28-Jun-17,21-May-17,,,,Price Traded Methodology,
IPF12,ZAG000125196,15-Apr-18,8.842,JIBAR,150,,100.1710636,100.001491,0.169572603,100,100,0,,0,,,,,Price,14-Apr-15,17-Jul-17,,,,Illiquid Methodology,
IPF13,ZAG000132028,04-Dec-20,9.025,JIBAR,170,,101.2259651,100.0143897,1.211575342,100,100,0,,0,,,,,Price,28-Jun-17,17-Jul-17,,,,Price Traded Methodology,
IPF14,ZAG000132333,17-Dec-18,8.817,JIBAR,150,,100.8567769,100.0113112,0.845465753,100,100,0,,0,,,,,Price,09-May-17,17-Jul-17,,,,Price Traded Methodology,
IPF15,ZAG000132341,17-Dec-20,9.067,JIBAR,175,,100.8804298,100.0109914,0.869438356,100,100,0,,0,,,,,Price,03-Jul-17,17-Jul-17,,,,Price Traded Methodology,
IPF16,ZAG000132358,17-Dec-21,9.217,JIBAR,190,,100.8946169,100.010795,0.883821918,100,100,0,,0,,,,,Price,01-Dec-16,17-Jul-17,,,,Price Traded Methodology,
IPF17,ZAG000132473,22-Dec-20,8.925,JIBAR,160,,100.7931324,100.0106667,0.782465753,100,100,0,,0,,,,,Price,22-Dec-15,17-Jul-17,,,,Price Traded Methodology,
IPF18,ZAG000132481,22-Dec-21,9.025,JIBAR,170,,100.8017635,100.0105306,0.791232877,100,100,0,,0,,,,,Price,21-Dec-15,17-Jul-17,,,,Price Traded Methodology,
IPF19,ZAG000132499,22-Dec-22,9.125,JIBAR,180,,100.8103933,100.0103933,0.8,100,100,0,,0,,,,,Price,21-Dec-15,17-Jul-17,,,,Price Traded Methodology,
IPF20,ZAG000142779,17-Mar-20,8.797,JIBAR,148,,100.8549661,100.0114182,0.843547945,100,100,0,,0,,,,,Price,26-Jun-17,17-Jul-17,,,,Price Traded Methodology,
IPF21,ZAG000142837,17-Mar-22,9.117,JIBAR,180,,100.8852478,100.011015,0.874232877,100,100,0,,0,,,,,Price,16-Mar-17,17-Jul-17,,,,Price Traded Methodology,
IPF22,ZAG000144676,14-Jun-22,9.117,JIBAR,180,,101.0107495,100.0116263,0.999123288,100,100,0,,0,,,,,Price,13-Jun-17,17-Jul-17,,,,Price Traded Methodology,
IPFC14,ZAG000143462,26-Jul-17,7.797,,,,102.8996932,100,2.899693151,0,0,0,,0,,,,,Price,10-May-17,17-Jul-17,,,,Price Traded Methodology,
IPL10,ZAG000115825,20-May-21,9.37,R208,183,9.470,101.31569,99.64706,1.66863,10.135,9.27,-0.06,3.2487831,3.101907795,-3.14271932,314.27193181,12.1466991,,Rate,04-Jul-17,04-Sep-16,,,,Illiquid Methodology,
IPL11,ZAG000140898,24-May-22,9.392,JIBAR,205,,101.5839986,100.0143767,1.569621918,100,100,0,,0,,,,,Price,05-Jul-17,17-Jul-17,,,,Price Traded Methodology,
IPL6,ZAG000080979,28-Sep-17,9.78,R203,95,8.340,103.3317,100.16995,3.16175,8.9,8.295,-0.05,0.1855638,0.178135536,-0.18407048,18.40704803,0.0634645,,Rate,04-Jul-17,18-May-17,,,,Illiquid Methodology,
IPL7,ZAG000104407,05-Apr-18,8.842,JIBAR,150,,100.4683172,100.0080487,0.460268493,100,100,0,,0,,,,,Price,02-Jun-17,17-Jul-17,,,,Price Traded Methodology,
IPL8,ZAG000109828,10-Oct-20,9.092,JIBAR,167,,100.5761055,100.2273713,0.348734247,100,100,0,,0,,,,,Price,17-Jul-17,16-Jul-17,,,,Price Traded Methodology,
IPL9,ZAG000115817,20-May-21,8.972,JIBAR,180,,101.0165492,99.46795747,1.548591781,100,100,0,,0,,,,,Price,06-Jul-17,06-Jul-17,,,,Price Traded Methodology,
IV015,ZAG000080755,20-Sep-17,9.967,JIBAR,200,,101.0389937,100.1105608,0.928432877,100,100,0,,0,,,,,Price,06-Jun-17,19-Jun-14,,,,Price Traded Methodology,
IV019,ZAG000094442,31-Mar-28,2.6,R210,325,5.740,137.67535,136.19118,1.48417,5.75,3.9,0.43,9.0504809,8.797978913,-12.11264879,1211.26487949,90.7635731,,Rate,20-Mar-17,16-Mar-17,1.811772666,56.50498845,102.3741935,Inflation Linked Methodology,
IV024,ZAG000097577,27-Jul-17,10.042,JIBAR,260,,99.92286153,100.0053985,-0.082536986,100,100,0,,0,,,,,Price,08-Jun-17,27-Feb-13,,,,Price Traded Methodology,
IV025,ZAG000099680,12-Sep-19,9.817,JIBAR,306,,100.0760519,98.94642454,1.129627397,100,100,0,,0,,,,,Price,17-Jul-17,04-Jun-17,,,,Price Traded Methodology,
IV026,ZAG000100041,27-Sep-19,9.775,JIBAR,306,,99.55115138,98.82806919,0.723082192,100,100,0,,0,,,,,Price,26-Jun-17,17-Jun-15,,,,Price Traded Methodology,
IV030,ZAG000100553,31-Jan-25,2,I2025,200,4.590,110.31341,110.364,-0.05059,4.6,4.06,0.12,6.9621033,6.805907681,-7.50782913,750.78291264,51.9922999,,Price,29-Sep-16,16-Jul-17,1.318778082,77.62806717,102.3741935,Inflation Linked Methodology,
IV030A,ZAG000100884,31-Jan-25,2,I2025,200,4.590,110.31341,110.364,-0.05059,4.6,4.06,0.12,6.9621033,6.805907681,-7.50782913,750.78291264,51.9922999,,Price,25-Oct-12,16-Jul-17,1.318778082,77.62806717,102.3741935,Inflation Linked Methodology,
IV031,ZAG000103722,11-Mar-20,10.267,JIBAR,295,,101.1923572,100.010949,1.181408219,100,100,0,,0,,,,,Price,06-Mar-13,17-Jul-17,,,,Price Traded Methodology,
IV032,ZAG000108051,14-Aug-18,10.292,JIBAR,153,,103.4062416,101.4324333,1.973808219,100,100,0,,0,,,,,Price,17-Jul-17,20-Jun-17,,,,Price Traded Methodology,
IV033,ZAG000133422,11-Feb-21,11.592,JIBAR,400,,103.0863924,100.7362335,2.350158904,100,100,0,,0,,,,,Price,06-Dec-16,18-May-17,,,,Price Traded Methodology,
IV034,ZAG000133430,11-Feb-21,12.47,R208,370,11.340,108.82785,103.25906,5.56879,12.005,11.14,-0.05,2.8321226,2.680157654,-2.91675820,291.67581984,9.6485405,,Rate,18-Jul-16,17-Jul-17,,,,Illiquid Methodology,
IV035,ZAG000134610,07-Apr-22,11.992,JIBAR,400,,102.9183888,102.3598572,0.558531507,100,100,0,,0,,,,,Price,22-Jun-17,04-Jun-17,,,,Price Traded Methodology,
IV036,ZAG000135526,22-Jul-21,11.592,JIBAR,425,,100.0002333,100.0002333,0,100,100,0,,0,,,,,Price,22-Apr-16,17-Jul-17,,,,Price Traded Methodology,
IV038,ZAG000139593,23-Sep-21,11.575,JIBAR,425,,100.9870685,100.0039863,0.983082192,100,100,0,,0,,,,,Price,23-Sep-16,17-Jul-17,,,,Price Traded Methodology,
IV039,ZAG000139700,31-Jan-22,2.75,R212,275,5.350,130.98583,131.0629,-0.07707,5.36,4.75,0.1,4.2663847,4.155232192,-5.44276540,544.27653991,19.9207172,,Price,04-Oct-16,29-Sep-16,1.461384213,70.05289411,102.3741935,Inflation Linked Methodology,
IV040,ZAG000139718,29-Sep-21,11.583,JIBAR,425,,100.7988489,100.0054927,0.793356164,100,100,0,,0,,,,,Price,12-Jul-17,17-Jul-17,,,,Price Traded Methodology,
IV041,ZAG000139726,29-Sep-21,11.97,R208,405,11.690,104.67208,100.83512,3.83696,12.355,11.49,-0.05,3.2936352,3.111753182,-3.25713672,325.71367179,12.7799741,,Rate,12-Jul-17,17-Jul-17,,,,Illiquid Methodology,
IV042,ZAG000140708,18-Nov-21,11.592,JIBAR,425,,102.1380261,100.0101795,2.127846575,100,100,0,,0,,,,,Price,12-Jul-17,17-Jul-17,,,,Price Traded Methodology,
IV043,ZAG000140765,21-Nov-21,12.5,R208,394,11.580,105.19706,103.00528,2.19178,12.245,11.38,-0.05,3.4166216,3.229626254,-3.39747184,339.74718417,13.6063220,,Price,18-Nov-16,17-Jul-17,,,,Illiquid Methodology,
IV044,ZAG000141797,31-Jan-22,11.492,JIBAR,415,,99.79004945,100.010444,-0.220394521,100,100,0,,0,,,,,Price,08-Feb-17,17-Jul-17,,,,Price Traded Methodology,
IV045,ZAG000141805,31-Jan-22,2.75,R212,300,5.600,129.63326,129.71033,-0.07707,5.61,5,0.09,4.2647598,4.14859906,-5.37796409,537.79640949,19.8626215,,Rate,03-Jul-17,12-Jul-17,1.461384213,70.05289411,102.3741935,Inflation Linked Methodology,
IV046,ZAG000144585,21-Jun-22,11.217,JIBAR,390,,101.0204582,100.0063184,1.014139726,100,100,0,,0,,,,,Price,12-Jul-17,17-Jul-17,,,,Price Traded Methodology,
IV08,ZAG000052713,30-Apr-18,13.735,R204,170,9.105,106.49988,103.30132,3.19856,10.925,8.97,-0.16,0.7375430,0.705428411,-0.75128044,75.12804359,0.8484773,,Rate,13-Jul-17,18-May-17,,,,Illiquid Methodology,
IV09,ZAG000052721,30-Apr-18,11.092,JIBAR,300,,100.3445398,100.5572631,-0.212723288,100,100,0,,0,,,,,Price,28-Mar-17,24-Mar-15,,,,Price Traded Methodology,
IV19A,ZAG000095779,31-Mar-28,2.6,R210,200,4.490,153.83914,152.35497,1.48417,4.5,4,0.09,9.1639328,8.962719769,-13.78817041,1378.81704123,93.3301773,,Rate,25-Oct-16,16-Jul-14,1.811772666,56.50498845,102.3741935,Inflation Linked Methodology,
IVA686,ZAG000143942,17-Aug-17,0,,,7.600,99.39978867,99.39978867,0,7.85,7.6,-0.03,,0,,,,,Price,11-May-17,12-Jul-17,,,,Issuer Valuated,
IVA687,ZAG000144049,24-Aug-17,0,,,7.700,99.24627215,99.24627215,0,7.85,7.7,-0.02,,0,,,,,Price,24-May-17,14-Jun-17,,,,Issuer Valuated,
IVA689,ZAG000144486,07-Sep-17,0,,,7.700,98.95621526,98.95621526,0,7.85,7.7,-0.02,,0,,,,,Price,29-Jun-17,12-Jul-17,,,,Issuer Valuated,
IVA690,ZAG000144494,14-Sep-17,0,,,7.800,98.7965765,98.7965765,0,7.85,7.8,-0.01,,0,,,,,Price,13-Jun-17,14-Jun-17,,,,Issuer Valuated,
IVA691,ZAG000144700,21-Sep-17,0,,,7.850,98.64225023,98.64225023,0,7.85,7.8,0.01,,0,,,,,Price,29-Jun-17,12-Jul-17,,,,Issuer Valuated,
IVA694,ZAG000145145,12-Oct-17,0,,,7.850,98.2047367,98.2047367,0,7.85,7.8,0.01,,0,,,,,Price,06-Jul-17,12-Jul-17,,,,Issuer Valuated,
IVA695,ZAG000145301,19-Oct-17,0,,,7.850,98.05976004,98.05976004,1,7.85,7.85,0,,0,,,,,Price,13-Jul-17,17-Jul-17,,,,Issuer Valuated,
IVC027,ZAG000114612,03-Apr-19,9.11,JIBAR,176,,100.5344918,100.0103548,0.524136986,100,100,0,,0,,,,,Price,04-Nov-16,17-Jul-17,,,,Price Traded Methodology,
IVC033,ZAG000117375,30-Jun-19,8.942,JIBAR,160,,100.5967364,100.0087693,0.587967123,100,100,0,,0,,,,,Price,27-Jun-14,17-Jul-17,,,,Price Traded Methodology,
IVC034,ZAG000117383,30-Jun-21,9.142,JIBAR,180,,100.6096497,100.0085318,0.601117808,100,100,0,,0,,,,,Price,28-Jun-17,17-Jul-17,,,,Price Traded Methodology,
IVC035,ZAG000117391,30-Jun-19,9.142,JIBAR,425,,96.4002342,95.79911639,0.601117808,100,100,0,,0,,,,,Price,21-Oct-16,15-May-16,,,,Price Traded Methodology,
IVC036,ZAG000117664,16-Jul-19,9.29,R204,177,9.175,100.40147,100.19785,0.20362,9.735,9.04,-0.05,1.8491424,1.7680338,-1.77513193,177.51319252,4.0951121,,Rate,29-Nov-16,17-Jul-17,,,,Illiquid Methodology,
IVC037,ZAG000117672,16-Jul-19,9.29,R204,177,9.175,100.40147,100.19785,0.20362,9.735,9.04,-0.05,1.8491424,1.7680338,-1.77513193,177.51319252,4.0951121,,Rate,16-Jul-14,17-Jul-17,,,,Illiquid Methodology,
IVC038,ZAG000117680,16-Jul-19,8.992,JIBAR,187.5,,99.7700705,99.59762118,0.172449315,100,100,0,,0,,,,,Price,28-Mar-17,27-Mar-17,,,,Price Traded Methodology,
IVC040,ZAG000118134,24-Jul-21,9.35,R208,157,9.210,100.45974,100.45974,0,9.875,9.01,-0.06,3.4290995,3.278141062,-3.29321192,329.32119156,13.3540336,,Rate,23-Jul-14,17-Jul-17,,,,Illiquid Methodology,
IVC041,ZAG000118357,29-Jul-17,9.042,JIBAR,170,,99.83640457,100.0098128,-0.173408219,100,100,0,,0,,,,,Price,28-Jul-14,17-Jul-17,,,,Price Traded Methodology,
IVC046,ZAG000120874,24-Oct-17,8.792,JIBAR,120,,100.0616378,100.0616378,0,100,100,0,,0,,,,,Price,13-Apr-17,16-Mar-17,,,,Price Traded Methodology,
IVC048,ZAG000121211,06-Nov-17,9.342,JIBAR,145,,102.1359369,100.1651588,1.970778082,100,100,0,,0,,,,,Price,07-Jun-17,27-Mar-17,,,,Price Traded Methodology,
IVC049,ZAG000121658,21-Nov-19,9.242,JIBAR,190,,101.6093072,100.0141127,1.595194521,100,100,0,,0,,,,,Price,20-Nov-14,17-Jul-17,,,,Price Traded Methodology,
IVC050,ZAG000122151,03-Dec-17,9.175,JIBAR,185,,101.2459635,100.0142512,1.231712329,100,100,0,,0,,,,,Price,02-Dec-14,17-Jul-17,,,,Price Traded Methodology,
IVC051,ZAG000123423,03-Feb-18,9.262,JIBAR,192,,102.0884616,100.0076835,2.080778082,100,100,0,,0,,,,,Price,14-Jul-17,17-Jul-17,,,,Price Traded Methodology,
IVC053,ZAG000123563,11-Feb-18,9.342,JIBAR,200,,101.9056781,100.0116836,1.893994521,100,100,0,,0,,,,,Price,09-Feb-15,17-Jul-17,,,,Price Traded Methodology,
IVC055,ZAG000124801,26-Mar-20,9.325,JIBAR,200,,100.7240404,100.0086979,0.715342466,100,100,0,,0,,,,,Price,09-Feb-17,17-Jul-17,,,,Price Traded Methodology,
IVC060,ZAG000128430,31-Jul-18,9.192,JIBAR,185,,99.83358085,100.0098658,-0.176284932,100,100,0,,0,,,,,Price,31-May-17,17-Jul-17,,,,Price Traded Methodology,
IVC061,ZAG000127697,01-Jul-18,9.35,JIBAR,190,,100.6381134,100.1001682,0.537945205,100,100,0,,0,,,,,Price,24-Apr-17,23-Apr-17,,,,Price Traded Methodology,
IVC063,ZAG000128570,07-Aug-20,9.692,JIBAR,235,,102.0545569,100.0099432,2.044613699,100,100,0,,0,,,,,Price,25-Apr-17,17-Jul-17,,,,Price Traded Methodology,
IVC064,ZAG000129594,15-Sep-18,9.217,JIBAR,175,,101.158325,100.1734948,0.984830137,100,100,0,,0,,,,,Price,09-Jun-17,13-Mar-17,,,,Price Traded Methodology,
IVC065,ZAG000129610,10-Sep-18,9.317,JIBAR,200,,101.0844865,100.0123934,1.072093151,100,100,0,,0,,,,,Price,25-Apr-17,17-Jul-17,,,,Price Traded Methodology,
IVC066,ZAG000129784,18-Sep-17,8.917,JIBAR,125,,100.9192466,100.0641918,0.855054795,100,100,0,,0,,,,,Price,28-Apr-17,27-Apr-17,,,,Price Traded Methodology,
